"2015年10月11日","17:46","Expense","Confirmed","","2015.10 ","","餐饮","","10.0","CNY","1.0"
"2015年10月10日","18:44","Expense","Confirmed","","2015.10 ","","餐饮","","6.2","CNY","1.0"
"2015年10月10日","07:45","Expense","Confirmed","","2015.10 ","","餐饮","","6.0","CNY","1.0"
"2015年10月9日","07:38","Expense","Confirmed","","2015.10 ","","餐饮","","5.0","CNY","1.0"
"2015年10月8日","17:37","Expense","Confirmed","","2015.10 ","","餐饮","","12.0","CNY","1.0"
"2015年10月8日","07:38","Expense","Confirmed","","2015.10 ","","餐饮","","4.5","CNY","1.0"
"2015年10月7日","17:25","Expense","Confirmed","","2015.10 ","","餐饮","","10.0","CNY","1.0"
"2015年10月7日","07:24","Expense","Confirmed","","2015.10 ","","餐饮","","5.5","CNY","1.0"
"2015年10月6日","19:24","Expense","Confirmed","","2015.10 ","","餐饮","","10.0","CNY","1.0"
"2015年9月27日","09:20","Expense","Confirmed","","2015.09 哎呀","","餐饮","","7.5","CNY","1.0"
"2015年9月26日","18:19","Expense","Confirmed","","2015.09 哎呀","","餐饮","","12.0","CNY","1.0"
"2015年9月24日","07:34","Expense","Confirmed","","2015.09 哎呀","","餐饮","","4.8","CNY","1.0"
"2015年9月23日","07:33","Expense","Confirmed","","2015.09 哎呀","","餐饮","","5.5","CNY","1.0"
"2015年9月22日","08:07","Expense","Confirmed","","2015.09 哎呀","","餐饮","","9.0","CNY","1.0"
"2015年9月21日","08:23","Expense","Confirmed","","2015.09 哎呀","","话费","移动","30.0","CNY","1.0"
"2015年9月20日","18:22","Expense","Confirmed","","2015.09 哎呀","","餐饮","","13.0","CNY","1.0"
"2015年9月19日","16:49","Expense","Confirmed","","2015.09 哎呀","","服饰","","98.0","CNY","1.0"
"2015年9月19日","12:48","Expense","Confirmed","","2015.09 哎呀","","餐饮","","12.0","CNY","1.0"
"2015年9月18日","17:48","Expense","Confirmed","","2015.09 哎呀","","水果零食","","56.0","CNY","1.0"
"2015年9月16日","19:52","Expense","Confirmed","","2015.09 哎呀","","餐饮","","7.4","CNY","1.0"
"2015年9月15日","20:09","Expense","Confirmed","","2015.09 哎呀","","餐饮","","13.0","CNY","1.0"
"2015年9月13日","17:47","Expense","Confirmed","","2015.09 哎呀","","餐饮","","10.0","CNY","1.0"
"2015年9月12日","18:47","Expense","Confirmed","","2015.09 哎呀","","餐饮","","10.0","CNY","1.0"
"2015年9月10日","20:49","Expense","Confirmed","","2015.09 哎呀","","买书","","25.0","CNY","1.0"
"2015年9月9日","19:25","Expense","Confirmed","","2015.09 哎呀","","买书","","25.0","CNY","1.0"
"2015年9月6日","18:42","Expense","Confirmed","","2015.09 哎呀","","餐饮","","12.0","CNY","1.0"
"2015年9月6日","12:00","Expense","Confirmed","","2015.09 哎呀","","餐饮","","6.0","CNY","1.0"
"2015年9月5日","17:59","Expense","Confirmed","","2015.09 哎呀","","餐饮","","7.0","CNY","1.0"
"2015年9月4日","12:09","Expense","Confirmed","","2015.09 哎呀","","餐饮","","18.0","CNY","1.0"
